,Raw Sites,Unique sites,Chromosome,Base Pair,Gene
,cg09190408,cg19693031,,,
,cg26645468,cg14346162,,,
,cg16179607,cg12973487,,,
,cg07298431,cg05713943,,,
,cg06868100,cg26093964,,,
,cg08123207,cg13782491,,,
,cg09154256,cg01824180,,,
,cg12699865,cg14380013,,,
,cg25406442,cg16284589,,,
,cg18183961,cg07604036,,,
,cg16315334,cg02606535,,,
,cg02855207,cg18315160,,,
,cg04577162,cg01538969,,,
,cg18033416,cg27516100,,,
,cg25840926,cg06801734,,,
,cg19494100,cg00163198,,,
,cg13532004,cg24029291,,,
,cg01475538,cg04037750,,,
,cg14854355,cg05719472,,,
,cg26847866,cg05848656,,,
,cg00658151,cg18159646,,,
,cg13584258,cg10254445,,,
,cg06720467,cg08228578,,,
,cg10040131,cg04239136,,,
,cg00347863,cg15054595,,,
,cg00718036,cg26689780,,,
,cg11681597,cg05417607,,,
,cg06441398,cg14240593,,,
,cg11851129,cg19728382,,,
,cg25446191,cg24805654,,,
,cg02711608,cg15007470,,,
,cg19497444,cg23257239,,,
,cg02257517,cg07626482,,,
,cg13716321,cg25935834,,,
,cg23031196,cg00565090,,,
,cg05438378,cg08175337,,,
,cg19712659,cg21668714,,,
,cg08754067,cg17312650,,,
,cg25643223,cg04725827,,,
,cg26531804,cg18270507,,,
,cg05958351,cg16740586,,,
,cg18241337,cg06181697,,,
,cg25831522,cg25037610,,,
,cg23264429,cg03757430,,,
,cg04230060,cg07357157,,,
,cg00937359,cg12117920,,,
,cg03607573,cg02871542,,,
,cg04852339,cg26974062,,,
,cg19090437,cg12995604,,,
,cg17662369,cg04695090,,,
,cg04370442,cg27325224,,,
,cg06469895,cg25753291,,,
,cg18973101,cg03824899,,,
,cg02892925,cg05712475,,,
,cg09540738,cg09289684,,,
,cg14064762,cg06983052,,,
,cg15931839,cg25500027,,,
,cg25944717,cg12939085,,,
,cg05439368,cg07558761,,,
,cg17980786,cg26450266,,,
,cg23120725,cg01845656,,,
,cg26143577,cg12792732,,,
,cg03523740,cg13740985,,,
,cg22197830,cg10234436,,,
,cg10416593,cg03044533,,,
,cg26744362,cg00902185,,,
,cg02405476,cg12409728,,,
,cg19197419,cg16730141,,,
,cg26588061,cg19245776,,,
,cg14387743,cg15659943,,,
,cg10361922,cg01211396,,,
,cg01792532,cg19943221,,,
,cg14659930,cg17838000,,,
,cg10105237,cg21369801,,,
,cg11903133,cg18003513,,,
,cg27438128,cg14689167,,,
,cg01419539,cg07049121,,,
,cg24413918,cg01070424,,,
,cg16639915,cg14279641,,,
,cg07808761,cg05783449,,,
,cg12984877,cg06381803,,,
,cg02749105,cg19810953,,,
,cg00062437,cg15043602,,,
,cg00550955,cg15796392,,,
,cg00874073,cg25934997,,,
,cg00880872,cg26391876,,,
,cg00972246,cg14861638,,,
,cg00986580,cg19390658,,,
,cg01439754,cg11525951,,,
,cg01621943,cg07446048,,,
,cg01941278,cg07471156,,,
,cg02470690,cg15775568,,,
,cg03223172,cg06295519,,,
,cg03671431,cg07245150,,,
,cg03680873,cg18624930,,,
,cg04091927,cg24709587,,,
,cg04745384,cg11730958,,,
,cg05523603,cg04837676,,,
,cg06829584,cg00886875,,,
,cg06951627,cg24207603,,,
,cg07333545,cg00309945,,,
,cg07519229,cg06192292,,,
,cg08616943,cg04987734,,,
,cg09391066,cg25741837,,,
,cg09613192,cg16886828,,,
,cg09650731,cg10589813,,,
,cg10005565,cg14543017,,,
,cg10676309,cg08230167,,,
,cg11007850,cg08885947,,,
,cg11220565,cg20493718,,,
,cg12258344,cg05008895,,,
,cg13139542,cg03461243,,,
,cg14071869,cg07198997,,,
,cg14081226,cg02988288,,,
,cg14264316,cg23788201,,,
,cg14286292,cg03137472,,,
,cg14756878,cg21108929,,,
,cg15915658,cg21912872,,,
,cg16407699,cg25124205,,,
,cg17241841,cg13545705,,,
,cg17284553,cg04696189,,,
,cg17877600,cg20366862,,,
,cg18090646,cg19278199,,,
,cg19202618,cg22964471,,,
,cg19373099,cg16713264,,,
,cg19678968,cg10917593,,,
,cg21161526,cg10128003,,,
,cg21871338,cg00343063,,,
,cg23051123,cg26251410,,,
,cg23510764,cg17742409,,,
,cg25305703,cg24396175,,,
,cg26861732,cg15116821,,,
,cg27593537,cg15114651,,,
,cg22510139,cg27169728,,,
,cg00546117,cg08104573,,,
,cg17164905,cg18478697,,,
,cg11980897,cg06017697,,,
,cg20948740,cg25545391,,,
,cg07502661,cg23606775,,,
,cg00883689,cg15112362,,,
,cg24642820,cg05873245,,,
,cg17185710,cg01839793,,,
,cg08840551,cg16525400,,,
,cg01201215,cg04671853,,,
,cg17768768,cg12426640,,,
,cg06189038,cg07719604,,,
,cg23444264,cg18090986,,,
,cg17485681,cg06579577,,,
,cg05457221,cg00622166,,,
,cg20204986,cg15108699,,,
,cg23299618,cg03401523,,,
,cg18765542,cg18419175,,,
,cg00271311,cg02790691,,,
,cg05130679,cg18714263,,,
,cg21226442,cg03774935,,,
,cg27491190,cg00507757,,,
,cg16889557,cg09657542,,,
,cg06533408,cg26157920,,,
,cg24146100,cg18032342,,,
,cg24570624,cg12491225,,,
,cg03345232,cg25914821,,,
,cg27394566,cg26886885,,,
,cg26430287,cg26556684,,,
,cg23893460,cg21568513,,,
,cg08766770,cg06230805,,,
,cg08916477,cg14410487,,,
,cg05915866,cg10516613,,,
,cg12699156,cg02711271,,,
,cg17757575,cg16663980,,,
,cg19572487,cg10493038,,,
,cg04661001,cg09718037,,,
,cg00432454,cg05103220,,,
,cg02231404,cg27617225,,,
,cg06690548,cg26497146,,,
,cg03497652,cg19224357,,,
,cg00716257,cg19996939,,,
,cg06690548,cg09463300,,,
,cg07768103,cg05791656,,,
,cg00827581,cg07995927,,,
,cg02583484,cg03450635,,,
,cg07721872,cg04953230,,,
,cg06579345,cg05504719,,,
,cg04895225,cg09097948,,,
,cg07841371,cg24446129,,,
,cg04753163,cg18101914,,,
,cg01445100,cg09225720,,,
,cg19459094,cg12669088,,,
,cg21881034,cg07587674,,,
,cg15133201,cg18553399,,,
,cg10072464,cg24712122,,,
,cg21373806,cg07936846,,,
,cg00464927,cg04253214,,,
,cg21248060,cg18581607,,,
,cg26292521,cg08932985,,,
,cg02212339,cg01739167,,,
,cg10278046,cg18745690,,,
,cg13103051,cg21081913,,,
,cg13076829,cg22102485,,,
,cg06375580,cg18614443,,,
,cg16743273,cg16289653,,,
,cg02734358,cg11613310,,,
,ch.3.55501R,cg15732650,,,
,cg07664370,cg14267671,,,
,cg25115537,cg19586143,,,
,cg01199327,cg15224011,,,
,cg00872580,cg06626124,,,
,cg06690548,cg15649706,,,
,cg11376147,cg07965255,,,
,cg26457483,cg13793503,,,
,cg14476101,cg11460110,,,
,cg18120259,cg14397231,,,
,cg06088069,cg23514673,,,
,cg21998542,cg21484914,,,
,cg15837522,cg24126762,,,
,cg06644515,cg03846076,,,
,cg12116137,cg00810173,,,
,cg19693031,cg06296597,,,
,cg12825509,cg07021034,,,
,cg14346162,cg07393369,,,
,cg12973487,cg14826493,,,
,cg05713943,cg04818770,,,
,cg16246545,cg08200099,,,
,cg07375256,cg07257768,,,
,cg26093964,cg27199725,,,
,cg13782491,cg05670193,,,
,cg26856289,cg12490835,,,
,cg01824180,cg11445178,,,
,cg14380013,cg06694926,,,
,cg22304262,cg17045268,,,
,cg16284589,cg00717494,,,
,cg07604036,cg07451097,,,
,cg02606535,cg15702185,,,
,cg18315160,cg19500225,,,
,cg01538969,cg09907542,,,
,cg27516100,cg18617808,,,
,cg06801734,cg21438984,,,
,cg00163198,cg21820712,,,
,cg24029291,cg01605814,,,
,cg04037750,cg01599770,,,
,cg05719472,cg11718989,,,
,cg05848656,cg18376306,,,
,cg03044573,cg04497484,,,
,cg18159646,cg04589048,,,
,cg10254445,cg05650911,,,
,cg08228578,cg12684183,,,
,cg04239136,cg08972986,,,
,cg21429551,cg26770498,,,
,cg24134897,cg23059461,,,
,cg15054595,cg14519664,,,
,cg26689780,cg01420348,,,
,cg05417607,cg05406358,,,
,cg23975840,cg24000163,,,
,cg14240593,cg06504623,,,
,cg00252472,cg16934140,,,
,cg19728382,cg11092222,,,
,cg24805654,cg24578769,,,
,cg15007470,cg13387216,,,
,cg20146909,cg24423435,,,
,cg23257239,cg09694909,,,
,cg07626482,cg07236324,,,
,cg16057915,cg27106592,,,
,cg25935834,cg23454061,,,
,cg00565090,cg02140876,,,
,cg08175337,cg09816756,,,
,cg21668714,cg06307277,,,
,cg17312650,cg23823424,,,
,cg04725827,cg01275932,,,
,cg16615058,cg19295068,,,
,cg18270507,cg14377059,,,
,cg16740586,cg18425804,,,
,cg06181697,cg05575505,,,
,cg07167185,cg05026415,,,
,cg25037610,cg06453717,,,
,cg03757430,cg26343069,,,
,cg07357157,cg00430037,,,
,cg12117920,cg04740898,,,
,cg02871542,cg21465673,,,
,cg26974062,cg01650399,,,
,cg12995604,cg22059755,,,
,cg03163545,cg14273229,,,
,cg16290996,cg18268027,,,
,cg04695090,cg03465600,,,
,cg27325224,cg08432509,,,
,cg14330293,cg02654279,,,
,cg24707200,cg07194102,,,
,cg25753291,cg02335576,,,
,cg03824899,cg05879419,,,
,cg05712475,cg01936957,,,
,cg09289684,cg25255847,,,
,cg06983052,cg23629264,,,
,cg25500027,cg05254683,,,
,cg12939085,cg05722266,,,
,cg07558761,cg00069760,,,
,cg19458497,cg03721291,,,
,cg18349022,cg15626731,,,
,cg26829071,cg22380476,,,
,cg03877174,cg23048788,,,
,cg26450266,cg24061886,,,
,cg01845656,cg12107849,,,
,cg12792732,cg24930541,,,
,cg13740985,cg18553781,,,
,cg10234436,cg09011401,,,
,cg04460609,cg06527213,,,
,cg03044533,cg07621682,,,
,cg00902185,cg04171038,,,
,cg12409728,cg09646173,,,
,cg16730141,cg22262738,,,
,cg19245776,cg02460656,,,
,cg15659943,cg13189264,,,
,cg01211396,cg21566642,,,
,cg19943221,cg09932507,,,
,cg17838000,cg07856428,,,
,cg21369801,cg13922927,,,
,cg19731612,cg25735583,,,
,cg18003513,cg27296944,,,
,cg14689167,cg08739715,,,
,cg07049121,cg09213175,,,
,cg01070424,cg02517348,,,
,cg14279641,cg21452109,,,
,cg05783449,cg05963597,,,
,cg27546431,cg07323651,,,
,cg00116699,cg21581415,,,
,cg06381803,cg24611214,,,
,cg19810953,cg25681151,,,
,cg15043602,cg10161008,,,
,cg15796392,cg19211853,,,
,cg25934997,cg17887974,,,
,cg26391876,cg18182438,,,
,cg14861638,cg00858665,,,
,cg19390658,cg12459798,,,
,cg11525951,cg23751749,,,
,cg25221975,cg25094008,,,
,cg07446048,cg17719780,,,
,cg07471156,cg11290188,,,
,cg02583484,cg23646155,,,
,cg26959945,cg21890667,,,
,cg20699548,cg14730193,,,
,cg15775568,cg13180508,,,
,cg06295519,cg00638210,,,
,cg20732160,cg14927696,,,
,cg07245150,cg26445541,,,
,cg18624930,cg06692408,,,
,cg24709587,cg19744173,,,
,cg18842187,cg07803582,,,
,cg11730958,cg09772553,,,
,cg04837676,cg04661335,,,
,cg00886875,cg07462405,,,
,cg24207603,cg10557763,,,
,cg00309945,cg24490843,,,
,cg06192292,cg09564628,,,
,cg14728380,cg22717779,,,
,cg04987734,cg13660174,,,
,cg25741837,cg15562617,,,
,cg16260349,cg22312060,,,
,cg16886828,cg22542803,,,
,cg10589813,cg05481201,,,
,cg24694018,cg13718827,,,
,cg18763536,cg10319474,,,
,cg14543017,cg05238478,,,
,cg08230167,cg06492558,,,
,cg08885947,cg09921385,,,
,cg20493718,cg20630344,,,
,cg05008895,cg21650861,,,
,cg03461243,cg09280971,,,
,cg07198997,cg02329670,,,
,cg02988288,cg16615151,,,
,cg18917643,cg19141644,,,
,cg23788201,cg19999337,,,
,cg03137472,cg16410508,,,
,cg21108929,cg01149053,,,
,cg21912872,cg24327127,,,
,cg25124205,cg15844273,,,
,cg03068497,cg08941639,,,
,cg03497652,cg23419447,,,
,cg16834011,cg27273675,,,
,cg03260624,cg12513762,,,
,cg13545705,cg00228496,,,
,cg04696189,cg12493075,,,
,cg20366862,cg26901352,,,
,cg19278199,cg25965425,,,
,cg22964471,cg15961368,,,
,cg16713264,cg24889777,,,
,cg10917593,cg22464105,,,
,cg10128003,cg05129505,,,
,cg00343063,cg24867468,,,
,cg26251410,cg03693585,,,
,cg05512483,cg26363580,,,
,cg09940677,cg07999371,,,
,cg17742409,cg05901971,,,
,cg24396175,cg09413378,,,
,cg22904711,cg21597180,,,
,cg22994830,cg06161566,,,
,cg03725309,cg03915012,,,
,cg15116821,cg23570411,,,
,cg15114651,cg09071007,,,
,cg27169728,cg26154568,,,
,cg08104573,cg09430935,,,
,cg18478697,cg25711536,,,
,cg18336453,cg18066055,,,
,cg06017697,cg21239627,,,
,cg25545391,cg04022401,,,
,cg23606775,cg13159505,,,
,cg15112362,cg05081930,,,
,cg05873245,cg10922232,,,
,cg01839793,cg03990746,,,
,cg16525400,cg11068337,,,
,cg13222915,cg16071713,,,
,cg04671853,cg08300296,,,
,cg12426640,cg08625808,,,
,cg11704631,cg03152276,,,
,cg04800503,cg20374765,,,
,cg07719604,cg23327824,,,
,cg18090986,cg27351239,,,
,cg06579577,cg10340409,,,
,cg00622166,cg16130523,,,
,cg15108699,cg21412128,,,
,cg19266329,cg16533424,,,
,cg24711224,cg07840258,,,
,cg03401523,cg21321579,,,
,cg18419175,cg09727611,,,
,cg17962756,cg05999592,,,
,cg02790691,cg09329178,,,
,cg18714263,cg17636309,,,
,cg03774935,cg14191882,,,
,cg00507757,cg03220086,,,
,cg09657542,cg15765789,,,
,cg03759239,cg01594316,,,
,cg26157920,cg21979287,,,
,cg18032342,cg16566718,,,
,cg12491225,cg20732787,,,
,cg25914821,cg25985943,,,
,cg26886885,cg22500518,,,
,cg10179004,cg25624391,,,
,cg26556684,cg27243685,,,
,cg21568513,cg13981001,,,
,cg23205886,cg13182599,,,
,cg06230805,cg05071208,,,
,cg14410487,cg04277040,,,
,cg10516613,cg15554126,,,
,cg02711271,cg13753585,,,
,cg16663980,cg15536575,,,
,cg10493038,cg02850815,,,
,cg09718037,cg12836643,,,
,cg05103220,cg14390305,,,
,cg27617225,cg18396403,,,
,cg26497146,cg12424624,,,
,cg19224357,cg05722197,,,
,cg19996939,cg12883014,,,
,cg09463300,cg00375132,,,
,cg05791656,cg00649318,,,
,cg07995927,cg07978331,,,
,cg03450635,cg20300794,,,
,cg04953230,cg26682701,,,
,cg24695071,cg08662265,,,
,cg05504719,cg02544979,,,
,cg24136700,cg19374981,,,
,cg05194114,cg15535313,,,
,cg09097948,cg17415380,,,
,cg24446129,cg14142087,,,
,cg18101914,cg20141108,,,
,cg15664462,ch.21.25580530F,,,
,cg09225720,cg11583319,,,
,cg12669088,cg26643180,,,
,cg07587674,cg07669182,,,
,cg26599989,cg20040976,,,
,cg18553399,cg19808047,,,
,cg24712122,cg13033323,,,
,cg07936846,cg15564329,,,
,cg04253214,cg10410637,,,
,cg18581607,cg27456987,,,
,cg08932985,cg22278522,,,
,cg15537269,cg01850331,,,
,cg01739167,cg02718064,,,
,cg18745690,cg26260531,,,
,cg21081913,cg02074274,,,
,cg22102485,cg24749333,,,
,cg18614443,cg21071466,,,
,cg16289653,cg11297046,,,
,cg05820959,cg06989132,,,
,cg23598378,cg06044108,,,
,cg11613310,cg21017748,,,
,cg19862899,cg05562794,,,
,cg15732650,cg00057840,,,
,cg14267671,cg00147801,,,
,cg19586143,cg20217781,,,
,cg15224011,cg10982312,,,
,cg06626124,cg21846823,,,
,cg08115371,cg21931506,,,
,cg00716257,cg19371224,,,
,cg15649706,cg10149598,,,
,cg07965255,cg00127414,,,
,cg13793503,cg10486610,,,
,cg11460110,cg16954452,,,
,cg15033653,cg27262415,,,
,cg18125510,cg02688432,,,
,cg14397231,cg20776499,,,
,cg23514673,cg13369488,,,
,cg03967798,cg23983173,,,
,cg21484914,cg17808676,,,
,cg24126762,cg01918773,,,
,cg03846076,cg09535526,,,
,cg14741228,cg27158730,,,
,cg00810173,cg13995811,,,
,cg14107488,cg06470568,,,
,cg06296597,cg19213703,,,
,cg07021034,cg24015522,,,
,cg09652746,cg05325763,,,
,cg07393369,cg07566805,,,
,cg14826493,cg02925295,,,
,cg04818770,cg13815475,,,
,cg08200099,cg21572215,,,
,cg07257768,cg08606428,,,
,cg27199725,cg11571108,,,
,cg08857797,cg17484759,,,
,cg05670193,cg16327235,,,
,cg12490835,cg19657945,,,
,cg11445178,cg02348462,,,
,cg23014425,cg09261072,,,
,cg24628310,cg01689405,,,
,cg06694926,cg17391830,,,
,cg17045268,cg12893271,,,
,cg00717494,cg04101002,,,
,cg07451097,cg00891664,,,
,cg15702185,cg12298872,,,
,cg19500225,cg22708914,,,
,cg09907542,cg13903162,,,
,cg18617808,cg04695879,,,
,cg21438984,cg14543226,,,
,cg21820712,cg09889479,,,
,cg01605814,cg07561162,,,
,cg08545213,cg12065228,,,
,cg02314339,cg16402534,,,
,cg01599770,cg02096260,,,
,cg11718989,cg19932420,,,
,cg18376306,cg09370849,,,
,cg04497484,cg03151640,,,
,cg04589048,cg17542330,,,
,cg05650911,cg15526863,,,
,cg12684183,cg22486366,,,
,cg07714319,cg10460657,,,
,cg08972986,cg14440538,,,
,cg26770498,cg15653263,,,
,cg23059461,cg18930529,,,
,cg14519664,cg08159945,,,
,cg01420348,cg20005742,,,
,cg03045648,cg03348845,,,
,cg05406358,cg27457201,,,
,cg24000163,cg02835406,,,
,cg06504623,cg17081219,,,
,cg16934140,cg25308111,,,
,cg11092222,cg09762673,,,
,cg24578769,cg20349934,,,
,cg13387216,cg08731171,,,
,cg24423435,cg05664974,,,
,cg18121224,cg06571187,,,
,cg09694909,cg11326574,,,
,cg07236324,cg26897830,,,
,cg27106592,cg18956079,,,
,cg23454061,cg17078543,,,
,cg02140876,cg08039193,,,
,cg09816756,cg25550013,,,
,cg06307277,cg17782950,,,
,cg23823424,cg26096228,,,
,cg17466510,cg02612385,,,
,cg01275932,cg10762589,,,
,cg19295068,cg14781087,,,
,cg14377059,cg00729699,,,
,cg18425804,cg13825056,,,
,cg05575505,cg24000650,,,
,cg14817906,cg00704059,,,
,cg08317252,cg16409562,,,
,cg05026415,cg12085407,,,
,cg06453717,cg17818900,,,
,ch.3.82259654F,cg23850967,,,
,cg26343069,cg16301246,,,
,cg00430037,cg22348534,,,
,cg04740898,cg00570438,,,
,cg21465673,cg25345607,,,
,cg01650399,cg23069057,,,
,cg03392571,cg02884884,,,
,cg22059755,cg16549822,,,
,cg14273229,cg18060905,,,
,cg18268027,cg02642690,,,
,cg03465600,cg15562569,,,
,cg08432509,cg11449005,,,
,cg02654279,cg22984755,,,
,cg07194102,cg19764668,,,
,cg02335576,cg27191786,,,
,cg05879419,cg07136393,,,
,cg01936957,cg15020801,,,
,cg25255847,cg02722214,,,
,cg18912103,cg19572574,,,
,cg23629264,cg25282776,,,
,cg05254683,cg07056299,,,
,cg05722266,cg19379721,,,
,cg00069760,cg13371740,,,
,cg03721291,cg01378158,,,
,cg15626731,cg25504140,,,
,cg22380476,cg13532099,,,
,cg23048788,cg07491249,,,
,cg08122070,cg13227833,,,
,cg19939077,cg19818473,,,
,cg24061886,cg07693844,,,
,cg12137220,cg00509451,,,
,cg12107849,cg00504285,,,
,cg24930541,cg20659967,,,
,cg18553781,cg20525924,,,
,cg09011401,cg22690576,,,
,cg06527213,cg16881073,,,
,cg05261851,cg20484086,,,
,cg07621682,cg00754604,,,
,cg04171038,cg14527110,,,
,cg09646173,cg15007073,,,
,cg22262738,cg05432903,,,
,cg02460656,cg16238632,,,
,cg13189264,cg24714606,,,
,cg21566642,cg04326084,,,
,cg09365924,cg12275605,,,
,cg16719404,cg00186499,,,
,cg09932507,cg00094412,,,
,cg07856428,cg05491836,,,
,cg13922927,cg20727187,,,
,cg25735583,cg02378763,,,
,cg02719954,cg16246425,,,
,cg27296944,cg10032564,,,
,cg08739715,cg14615927,,,
,cg09213175,cg05612693,,,
,cg02517348,cg17480461,,,
,cg03788408,cg16152139,,,
,cg21452109,cg02947519,,,
,cg05963597,cg15582417,,,
,cg07323651,cg02372435,,,
,cg21581415,cg27646484,,,
,cg26335760,cg14747813,,,
,cg06323483,cg00014380,,,
,cg24611214,cg22711149,,,
,cg25681151,cg24924577,,,
,cg10161008,cg15145985,,,
,cg19211853,cg18590502,,,
,cg17887974,cg08151621,,,
,cg18182438,cg03396826,,,
,cg00858665,cg20065005,,,
,cg13442969,cg13240333,,,
,cg09924669,cg01307228,,,
,cg12459798,cg01176329,,,
,cg23751749,cg02988788,,,
,cg25094008,cg20379593,,,
,cg17719780,cg15028525,,,
,cg11290188,cg12238761,,,
,cg06885459,cg23923854,,,
,cg23646155,cg02003183,,,
,cg21890667,cg01256264,,,
,cg14730193,cg20156413,,,
,cg01425762,cg07499142,,,
,cg13921420,cg01062024,,,
,cg13180508,cg08594100,,,
,cg03431111,cg03135835,,,
,cg00638210,cg24555528,,,
,cg13706315,cg25632986,,,
,cg14927696,cg02385309,,,
,cg26445541,cg02812809,,,
,cg06692408,cg24214602,,,
,cg19744173,cg09151120,,,
,cg07803582,cg22095582,,,
,cg09772553,cg21846903,,,
,cg04661335,cg14138801,,,
,cg07462405,cg03589820,,,
,cg07869232,cg15878300,,,
,cg18702971,cg13702217,,,
,cg10557763,cg03636488,,,
,cg24490843,cg21993290,,,
,cg12670943,cg14701959,,,
,cg09564628,cg00013530,,,
,cg22717779,cg00626957,,,
,cg13660174,cg23265542,,,
,cg15562617,cg19093370,,,
,cg22312060,cg24130673,,,
,cg22542803,cg07523655,,,
,cg05481201,cg02586198,,,
,cg15893295,cg19289287,,,
,cg02888894,cg13136003,,,
,cg13718827,cg09408629,,,
,cg10319474,cg09977718,,,
,cg17910470,cg05273639,,,
,cg05238478,cg07808610,,,
,cg06492558,cg04459437,,,
,cg09921385,cg15363332,,,
,cg20630344,cg08320670,,,
,cg21650861,cg03482769,,,
,cg00422488,cg01067137,,,
,cg09280971,cg16925459,,,
,cg02329670,cg25912032,,,
,cg16615151,cg10531355,,,
,cg02131674,cg19089328,,,
,cg13571479,cg19859756,,,
,cg19141644,cg11637118,,,
,cg19999337,cg14871035,,,
,cg16410508,cg22037492,,,
,cg01149053,cg21719817,,,
,cg23684449,cg08971468,,,
,cg23448998,cg17056629,,,
,cg24327127,cg25957379,,,
,cg17953300,cg26301974,,,
,cg15844273,cg01370759,,,
,cg08941639,cg00594278,,,
,cg23419447,cg21152304,,,
,cg27273675,cg22199562,,,
,cg12340144,cg23631370,,,
,cg07504977,cg01799033,,,
,cg12513762,cg20873023,,,
,cg26852404,cg19107511,,,
,cg00228496,cg00218469,,,
,cg12493075,cg08413603,,,
,cg14334350,cg10578851,,,
,cg26901352,cg08606441,,,
,cg25965425,cg17973977,,,
,cg15961368,cg26775538,,,
,cg24889777,cg22536332,,,
,cg22464105,cg00448021,,,
,cg05129505,cg07293353,,,
,cg24867468,cg17285931,,,
,cg03693585,cg23649290,,,
,cg18282388,cg19881433,,,
,cg26363580,cg12608433,,,
,cg07999371,cg02991129,,,
,cg05901971,cg01634544,,,
,cg09413378,cg25983023,,,
,cg21597180,cg01481251,,,
,cg06161566,cg13408712,,,
,cg03915012,cg03710029,,,
,cg23570411,cg26823705,,,
,cg09071007,cg14438453,,,
,cg26154568,cg19958482,,,
,cg09430935,cg01337339,,,
,cg25711536,cg23578243,,,
,cg18066055,cg18410271,,,
,cg21239627,cg08198193,,,
,cg04022401,cg14956201,,,
,cg09259843,cg19458269,,,
,cg13159505,cg00144480,,,
,cg23482898,cg04878826,,,
,cg05081930,cg20404288,,,
,cg10922232,cg12933719,,,
,cg03990746,cg16164721,,,
,cg11068337,cg22067676,,,
,cg16071713,cg14029001,,,
,cg08300296,cg21683914,,,
,cg08625808,cg26952862,,,
,cg03152276,cg03337218,,,
,cg20374765,cg11624254,,,
,cg08625564,cg09979523,,,
,cg23327824,cg15665833,,,
,cg27351239,cg25720264,,,
,cg10340409,cg20792833,,,
,cg16130523,cg04191427,,,
,cg21412128,cg10900641,,,
,cg16533424,cg23442292,,,
,cg07814318,cg05484734,,,
,cg23598480,cg20152841,,,
,cg07840258,cg12920798,,,
,cg21321579,cg20879929,,,
,cg16113793,cg02475902,,,
,cg09727611,cg15326645,,,
,cg05999592,cg12047959,,,
,cg09329178,cg20953257,,,
,cg11145772,cg21656960,,,
,cg17636309,cg11364125,,,
,cg14191882,cg14875327,,,
,cg03220086,cg01264131,,,
,cg15765789,cg15154051,,,
,cg01594316,cg07628580,,,
,cg07349663,cg01994902,,,
,cg17749033,cg24088496,,,
,cg21979287,cg01163404,,,
,cg16566718,cg13772414,,,
,cg20732787,cg02479789,,,
,cg25985943,cg06912282,,,
,cg22500518,cg15054429,,,
,cg25624391,cg13683827,,,
,cg27243685,cg13509147,,,
,cg13981001,cg03832575,,,
,cg13182599,cg23356841,,,
,cg05071208,cg17723958,,,
,cg17237086,cg01637169,,,
,cg04277040,cg14389832,,,
,cg04487857,cg14074704,,,
,cg15554126,cg24509815,,,
,cg13753585,cg02392359,,,
,cg15536575,cg25750408,,,
,cg02850815,cg18442365,,,
,cg23777956,cg15254759,,,
,cg12836643,cg23600059,,,
,cg14390305,cg00332963,,,
,cg18396403,cg17117981,,,
,cg12424624,cg25479215,,,
,cg05722197,cg19202384,,,
,cg12883014,cg23313228,,,
,cg00375132,cg23831876,,,
,cg00649318,cg25239977,,,
,cg07978331,cg16744973,,,
,cg20300794,cg03398958,,,
,cg26682701,cg02938032,,,
,cg08662265,cg05788043,,,
,cg02544979,cg22711082,,,
,cg22052143,cg13767707,,,
,cg19374981,cg03537644,,,
,cg15535313,cg01880824,,,
,cg17415380,cg09080576,,,
,cg14142087,cg16533495,,,
,cg20141108,cg21841085,,,
,cg18770579,cg05483048,,,
,cg03373887,cg10369245,,,
,ch.21.25580530F,cg06170374,,,
,cg11583319,cg19988235,,,
,cg06926362,cg02882216,,,
,cg26643180,cg19360969,,,
,cg07669182,cg27586885,,,
,cg20040976,cg13934472,,,
,cg19808047,cg01291392,,,
,cg13033323,cg10022349,,,
,cg15564329,cg24170465,,,
,cg10410637,cg03019033,,,
,cg27456987,cg04804052,,,
,cg22278522,cg24620139,,,
,cg01850331,cg16908501,,,
,cg02718064,cg23130769,,,
,cg26260531,cg23758733,,,
,cg02074274,cg24110540,,,
,cg24749333,cg16361543,,,
,cg21071466,cg18353801,,,
,cg07799005,cg10474793,,,
,cg24540678,cg04192408,,,
,cg11297046,cg07717661,,,
,cg06989132,cg21914119,,,
,cg06044108,cg18654102,,,
,cg21017748,cg16313113,,,
,cg05562794,cg12967653,,,
,cg00057840,cg21361083,,,
,cg00147801,cg02640255,,,
,cg01940273,cg11714502,,,
,cg20217781,cg13381521,,,
,cg10982312,cg01383911,,,
,cg21846823,cg26091247,,,
,cg21931506,cg03506344,,,
,cg19371224,cg22193657,,,
,cg10149598,cg02362620,,,
,cg00127414,cg00672192,,,
,cg06846976,cg09224529,,,
,cg23599026,cg13549638,,,
,cg10486610,cg03605542,,,
,cg16954452,cg24704554,,,
,cg27262415,cg04132263,,,
,cg02688432,cg19077645,,,
,cg20776499,cg27440979,,,
,cg13369488,cg27637303,,,
,cg23983173,cg26774981,,,
,cg17808676,cg27480083,,,
,cg01918773,cg12543949,,,
,cg09535526,cg09095403,,,
,cg27158730,cg19561508,,,
,cg13995811,cg25102206,,,
,cg06470568,cg09063663,,,
,cg19213703,cg15656917,,,
,cg15117681,cg03864397,,,
,cg24015522,cg21281638,,,
,cg05325763,cg02911309,,,
,cg07566805,cg03024979,,,
,cg02925295,cg17434811,,,
,cg13815475,cg21814633,,,
,cg21572215,cg20238678,,,
,cg08606428,cg01395261,,,
,cg09535960,cg15832662,,,
